ppt,trial,arm_left,arm_right,reward_left,reward_right,response,feedback
1,1,2,4,1,1,0,1
1,2,2,4,1,1,1,1
1,3,2,1,0,0,0,0
1,4,2,1,0,0,1,0
1,5,1,4,0,0,0,0
1,6,4,3,1,1,0,1
1,7,3,1,1,0,0,1
1,8,3,2,0,0,1,0
1,9,1,4,0,0,0,0
1,10,2,3,0,0,0,0
1,11,2,3,0,1,1,1
1,12,2,4,1,1,1,1
1,13,2,1,0,0,1,0
1,14,1,4,1,0,1,0
1,15,1,3,0,1,1,1
1,16,2,4,0,0,1,0
1,17,3,1,0,0,0,0
1,18,1,2,0,0,0,0
1,19,1,3,0,1,1,1
1,20,1,3,0,1,1,1
1,21,3,2,1,1,0,1
1,22,1,3,0,0,1,0
1,23,1,3,0,0,1,0
1,24,3,4,0,1,1,1
1,25,1,4,0,1,1,1
1,26,1,3,0,0,0,0
1,27,3,2,0,0,0,0
1,28,3,4,1,1,1,1
1,29,2,1,1,0,1,0
1,30,3,1,0,0,1,0
1,31,1,2,0,0,1,0
1,32,4,1,0,0,0,0
1,33,1,2,1,0,0,1
1,34,3,1,0,0,0,0
1,35,3,1,0,0,1,0
1,36,4,2,1,1,0,1
1,37,3,4,1,1,0,1
1,38,4,2,1,0,0,1
1,39,3,1,1,1,0,1
1,40,4,1,1,0,1,0
1,41,3,4,1,1,1,1
1,42,2,3,0,0,1,0
1,43,3,2,1,1,0,1
1,44,2,3,0,1,1,1
1,45,4,2,1,0,0,1
1,46,1,3,0,1,1,1
1,47,4,1,1,0,1,0
1,48,4,2,1,1,0,1
1,49,4,2,1,0,0,1
1,50,4,3,1,1,0,1
1,51,4,3,1,0,0,1
1,52,4,1,1,0,0,1
1,53,3,1,1,0,1,0
1,54,2,1,0,0,0,0
1,55,1,4,1,1,1,1
1,56,1,2,1,0,1,0
1,57,4,2,0,1,0,0
1,58,2,4,0,1,1,1
1,59,3,4,1,1,1,1
1,60,2,1,0,0,0,0
1,61,3,2,1,0,0,1
1,62,1,3,0,0,1,0
1,63,4,2,1,0,0,1
1,64,3,2,1,1,0,1
1,65,2,3,0,1,1,1
1,66,2,1,0,0,1,0
1,67,4,3,1,1,0,1
1,68,4,1,1,0,0,1
1,69,4,3,1,1,0,1
1,70,1,2,0,1,1,1
1,71,3,4,0,1,1,1
1,72,3,2,1,0,1,0
1,73,1,4,0,1,1,1
1,74,2,1,1,0,1,0
1,75,2,3,1,0,1,0
1,76,2,3,0,1,1,1
1,77,4,3,1,1,0,1
1,78,3,2,1,1,0,1
1,79,3,4,0,1,1,1
1,80,1,2,1,1,0,1
1,81,3,1,1,1,0,1
1,82,2,3,1,0,1,0
1,83,2,4,0,1,1,1
1,84,4,3,1,1,0,1
1,85,4,2,0,1,0,0
1,86,4,1,0,0,0,0
1,87,1,2,1,1,0,1
1,88,4,1,1,0,0,1
1,89,4,3,1,0,0,1
1,90,4,1,1,0,0,1
1,91,1,4,1,1,1,1
1,92,1,2,0,1,1,1
1,93,2,4,1,1,1,1
1,94,1,4,1,0,1,0
1,95,3,4,0,1,1,1
1,96,2,4,0,0,0,0
2,1,2,4,0,1,1,1
2,2,2,4,0,1,0,0
2,3,3,2,1,1,0,1
2,4,3,2,1,1,1,1
2,5,3,1,0,0,1,0
2,6,3,1,0,0,0,0
2,7,3,1,1,0,0,1
2,8,3,4,0,0,0,0
2,9,4,3,1,0,0,1
2,10,1,4,0,1,1,1
2,11,3,1,1,0,1,0
2,12,2,4,0,1,1,1
2,13,4,3,1,0,0,1
2,14,1,4,1,1,1,1
2,15,1,2,0,1,0,0
2,16,4,3,0,1,0,0
2,17,4,2,1,0,1,0
2,18,1,2,0,1,0,0
2,19,3,1,1,1,0,1
2,20,4,3,1,0,1,0
2,21,2,3,0,1,1,1
2,22,4,3,1,0,1,0
2,23,3,4,1,1,1,1
2,24,3,4,1,0,1,0
2,25,1,3,1,1,1,1
2,26,1,4,1,1,1,1
2,27,4,1,1,0,0,1
2,28,3,4,1,1,1,1
2,29,4,2,1,1,0,1
2,30,3,1,1,1,0,1
2,31,2,1,0,0,1,0
2,32,3,1,1,0,0,1
2,33,3,2,1,0,0,1
2,34,3,4,0,0,1,0
2,35,1,2,0,1,1,1
2,36,1,4,0,1,1,1
2,37,1,3,0,0,1,0
2,38,2,3,0,1,1,1
2,39,2,1,1,0,1,0
2,40,4,2,1,1,0,1
2,41,2,3,1,1,1,1
2,42,4,2,1,0,0,1
2,43,2,1,0,0,1,0
2,44,2,4,0,1,1,1
2,45,3,4,1,0,1,0
2,46,1,3,1,1,1,1
2,47,4,1,1,1,0,1
2,48,3,2,0,1,0,0
2,49,1,4,0,1,1,1
2,50,3,4,0,0,1,0
2,51,2,4,1,0,1,0
2,52,1,3,0,0,1,0
2,53,1,2,0,1,0,0
2,54,2,1,0,0,0,0
2,55,4,2,1,1,0,1
2,56,4,1,1,0,0,1
2,57,2,1,0,0,0,0
2,58,4,2,1,1,0,1
2,59,4,3,1,0,0,1
2,60,2,4,0,1,1,1
2,61,2,4,0,1,1,1
2,62,1,4,0,1,1,1
2,63,2,3,0,1,1,1
2,64,3,2,0,1,0,0
2,65,2,1,1,0,1,0
2,66,1,2,0,0,1,0
2,67,4,2,1,0,0,1
2,68,2,4,1,0,1,0
2,69,2,3,0,1,0,0
2,70,3,2,0,1,0,0
2,71,1,3,0,1,1,1
2,72,2,3,0,1,1,1
2,73,4,1,1,0,1,0
2,74,2,1,0,0,1,0
2,75,1,4,0,1,1,1
2,76,4,1,1,1,0,1
2,77,4,3,0,1,0,0
2,78,2,3,1,1,0,1
2,79,2,1,0,0,0,0
2,80,4,2,1,0,0,1
2,81,4,3,1,0,0,1
2,82,3,2,0,1,1,1
2,83,2,3,0,1,0,0
2,84,1,2,0,0,1,0
2,85,3,1,1,0,0,1
2,86,1,4,0,1,1,1
2,87,3,4,0,0,1,0
2,88,4,1,1,1,0,1
2,89,4,1,1,0,0,1
2,90,1,3,0,0,1,0
2,91,1,3,0,0,0,0
2,92,1,3,0,1,1,1
2,93,4,1,1,1,0,1
2,94,1,2,0,0,1,0
2,95,1,2,0,0,0,0
2,96,3,2,1,0,0,1
3,1,4,2,1,0,0,1
3,2,4,2,1,0,1,0
3,3,3,1,1,0,1,0
3,4,3,1,1,0,1,0
3,5,3,4,1,0,1,0
3,6,3,4,1,0,0,1
3,7,1,3,0,0,0,0
3,8,1,2,1,0,1,0
3,9,2,4,0,1,0,0
3,10,2,4,1,1,1,1
3,11,4,1,1,0,0,1
3,12,2,1,0,0,0,0
3,13,1,3,1,1,1,1
3,14,2,3,1,1,0,1
3,15,2,1,0,0,0,0
3,16,2,1,0,1,1,1
3,17,1,4,0,1,1,1
3,18,3,4,0,1,0,0
3,19,3,1,0,0,1,0
3,20,2,4,1,1,0,1
3,21,4,1,1,1,0,1
3,22,2,3,1,1,1,1
3,23,3,4,0,1,0,0
3,24,1,4,0,0,1,0
3,25,4,2,1,0,0,1
3,26,3,4,0,1,0,0
3,27,3,2,1,0,1,0
3,28,2,1,0,0,1,0
3,29,4,2,1,0,1,0
3,30,3,4,1,0,1,0
3,31,4,3,1,0,0,1
3,32,2,4,1,1,0,1
3,33,1,2,0,1,0,0
3,34,2,3,0,1,1,1
3,35,4,3,1,1,0,1
3,36,1,3,1,0,0,1
3,37,2,1,0,0,1,0
3,38,1,2,0,0,0,0
3,39,3,1,0,0,1,0
3,40,4,3,0,1,1,1
3,41,3,2,0,1,1,1
3,42,2,1,0,0,0,0
3,43,4,1,1,0,1,0
3,44,1,3,1,0,1,0
3,45,3,2,0,1,1,1
3,46,4,3,1,0,0,1
3,47,4,2,1,1,0,1
3,48,1,3,0,0,1,0
3,49,3,1,1,0,1,0
3,50,4,1,1,0,0,1
3,51,1,3,0,1,0,0
3,52,1,2,0,0,1,0
3,53,4,3,1,0,0,1
3,54,2,3,1,1,0,1
3,55,2,1,0,1,0,0
3,56,2,4,1,1,0,1
3,57,1,4,0,1,1,1
3,58,4,2,1,1,1,1
3,59,3,1,0,0,0,0
3,60,3,1,1,0,0,1
3,61,1,3,1,1,1,1
3,62,4,1,0,0,0,0
3,63,2,4,0,1,0,0
3,64,4,1,0,0,0,0
3,65,3,4,1,0,0,1
3,66,4,2,1,0,1,0
3,67,3,2,1,0,0,1
3,68,2,3,0,1,1,1
3,69,4,1,1,1,1,1
3,70,2,3,1,1,0,1
3,71,1,4,0,1,1,1
3,72,4,1,1,0,0,1
3,73,3,4,0,1,1,1
3,74,3,2,1,0,1,0
3,75,4,2,1,0,0,1
3,76,4,3,1,0,1,0
3,77,2,1,0,0,0,0
3,78,3,2,0,1,0,0
3,79,3,1,0,0,1,0
3,80,1,4,0,1,1,1
3,81,3,2,1,0,0,1
3,82,1,2,1,0,0,1
3,83,1,3,0,1,0,0
3,84,1,4,0,1,1,1
3,85,1,2,0,0,1,0
3,86,3,2,0,1,1,1
3,87,1,4,0,0,0,0
3,88,2,3,1,1,1,1
3,89,1,2,0,1,1,1
3,90,4,3,0,1,0,0
3,91,2,4,1,1,0,1
3,92,4,3,1,1,0,1
3,93,1,4,0,1,1,1
3,94,2,4,1,1,1,1
3,95,2,3,1,1,1,1
3,96,1,2,0,0,1,0
4,1,1,4,0,1,0,0
4,2,1,4,1,0,1,0
4,3,1,4,0,1,0,0
4,4,1,2,0,0,0,0
4,5,1,2,0,1,1,1
4,6,1,4,1,0,0,1
4,7,2,3,1,0,1,0
4,8,2,3,1,0,0,1
4,9,3,2,1,1,1,1
4,10,3,1,0,0,0,0
4,11,1,2,0,0,1,0
4,12,4,3,1,0,0,1
4,13,1,4,0,1,0,0
4,14,3,1,0,0,0,0
4,15,4,2,0,0,1,0
4,16,3,4,1,0,1,0
4,17,1,2,0,1,0,0
4,18,3,1,0,0,0,0
4,19,1,3,1,1,0,1
4,20,4,1,1,0,0,1
4,21,2,4,0,1,1,1
4,22,3,4,1,1,1,1
4,23,1,4,0,1,1,1
4,24,2,3,1,0,0,1
4,25,3,2,0,1,1,1
4,26,2,1,0,0,0,0
4,27,2,3,0,1,0,0
4,28,3,2,1,1,0,1
4,29,2,1,0,0,1,0
4,30,2,4,0,1,1,1
4,31,4,3,1,0,1,0
4,32,1,4,0,1,1,1
4,33,1,2,0,0,0,0
4,34,4,3,1,1,0,1
4,35,3,1,1,1,1,1
4,36,3,4,1,1,1,1
4,37,4,2,1,1,0,1
4,38,3,1,1,0,1,0
4,39,2,1,0,0,1,0
4,40,2,4,0,1,0,0
4,41,2,3,1,0,1,0
4,42,4,2,0,1,0,0
4,43,2,4,1,1,1,1
4,44,3,4,1,0,1,0
4,45,3,4,0,1,0,0
4,46,3,2,0,1,1,1
4,47,2,4,1,1,0,1
4,48,4,3,1,1,0,1
4,49,3,2,1,0,0,1
4,50,4,3,1,1,1,1
4,51,2,4,1,1,0,1
4,52,1,3,0,1,1,1
4,53,4,1,0,1,0,0
4,54,1,4,0,1,0,0
4,55,3,1,0,0,1,0
4,56,1,3,0,1,1,1
4,57,1,3,0,1,0,0
4,58,4,1,1,0,0,1
4,59,4,1,1,0,1,0
4,60,2,3,1,0,0,1
4,61,4,2,1,0,0,1
4,62,4,2,1,0,1,0
4,63,2,4,1,1,0,1
4,64,4,2,1,1,0,1
4,65,2,1,0,0,0,0
4,66,4,1,1,0,0,1
4,67,4,1,1,0,0,1
4,68,3,2,0,0,1,0
4,69,2,1,0,0,0,0
4,70,1,2,0,0,0,0
4,71,1,3,0,1,1,1
4,72,4,3,1,0,1,0
4,73,1,2,0,0,1,0
4,74,3,4,1,1,1,1
4,75,3,1,1,1,0,1
4,76,3,2,1,0,0,1
4,77,1,2,0,0,0,0
4,78,3,4,0,1,1,1
4,79,3,4,1,1,1,1
4,80,4,3,1,0,1,0
4,81,2,3,1,0,1,0
4,82,2,1,0,0,1,0
4,83,2,4,0,1,1,1
4,84,2,1,0,0,0,0
4,85,2,1,0,0,1,0
4,86,2,3,0,1,1,1
4,87,1,3,1,1,1,1
4,88,3,2,0,0,0,0
4,89,3,1,1,0,1,0
4,90,1,3,1,1,1,1
4,91,4,1,0,1,0,0
4,92,1,3,1,1,0,1
4,93,4,1,1,0,1,0
4,94,4,3,1,1,0,1
4,95,4,2,0,0,0,0
4,96,4,2,0,1,0,0
5,1,4,1,1,0,0,1
5,2,4,1,1,0,1,0
5,3,1,3,0,0,1,0
5,4,1,3,0,0,0,0
5,5,4,1,1,0,0,1
5,6,4,1,1,0,0,1
5,7,4,1,0,0,0,0
5,8,2,1,0,0,0,0
5,9,3,4,0,1,1,1
5,10,4,1,1,0,0,1
5,11,2,4,1,1,0,1
5,12,2,4,0,0,1,0
5,13,3,4,0,1,1,1
5,14,1,2,0,1,1,1
5,15,3,4,1,1,1,1
5,16,2,4,0,1,1,1
5,17,2,3,1,0,0,1
5,18,4,2,1,0,0,1
5,19,2,1,0,0,0,0
5,20,3,1,1,0,1,0
5,21,1,2,0,1,1,1
5,22,2,3,1,1,0,1
5,23,3,2,1,0,1,0
5,24,2,3,0,1,0,0
5,25,1,4,1,1,1,1
5,26,4,2,1,1,0,1
5,27,3,2,1,1,1,1
5,28,1,4,0,1,1,1
5,29,4,3,1,0,0,1
5,30,1,4,0,0,1,0
5,31,4,1,1,0,0,1
5,32,2,3,1,1,0,1
5,33,3,4,1,1,1,1
5,34,4,3,0,0,0,0
5,35,3,4,0,1,1,1
5,36,3,2,1,0,1,0
5,37,3,2,1,1,1,1
5,38,1,2,1,0,1,0
5,39,4,2,1,0,0,1
5,40,1,3,0,0,1,0
5,41,3,4,1,1,1,1
5,42,4,3,1,1,0,1
5,43,3,2,1,1,1,1
5,44,4,2,1,0,0,1
5,45,4,2,1,0,0,1
5,46,3,1,0,0,1,0
5,47,1,2,0,1,1,1
5,48,4,2,1,0,0,1
5,49,2,4,0,1,1,1
5,50,4,1,0,0,0,0
5,51,2,1,0,1,0,0
5,52,3,4,1,1,1,1
5,53,2,4,0,0,1,0
5,54,1,2,0,1,1,1
5,55,3,2,0,1,1,1
5,56,1,2,0,0,1,0
5,57,3,1,1,0,1,0
5,58,2,4,0,1,1,1
5,59,4,3,1,0,0,1
5,60,3,1,0,0,1,0
5,61,4,3,0,0,0,0
5,62,1,3,0,0,0,0
5,63,3,1,1,0,1,0
5,64,2,4,0,1,1,1
5,65,4,2,1,1,0,1
5,66,1,3,1,1,0,1
5,67,2,3,0,1,0,0
5,68,1,4,0,0,1,0
5,69,2,4,1,1,1,1
5,70,1,2,0,0,1,0
5,71,1,3,1,0,0,1
5,72,2,1,1,0,0,1
5,73,1,4,0,1,1,1
5,74,2,3,0,1,0,0
5,75,1,3,1,1,0,1
5,76,1,4,0,0,1,0
5,77,3,4,0,1,1,1
5,78,2,1,0,0,0,0
5,79,3,1,1,0,1,0
5,80,2,1,1,0,0,1
5,81,1,4,0,0,1,0
5,82,2,1,0,1,0,0
5,83,2,3,0,1,0,0
5,84,2,1,0,0,0,0
5,85,2,3,1,0,0,1
5,86,4,2,1,0,0,1
5,87,1,3,1,0,0,1
5,88,4,3,1,1,0,1
5,89,1,4,1,1,1,1
5,90,1,2,1,0,1,0
5,91,3,1,1,0,1,0
5,92,4,3,1,1,0,1
5,93,4,3,1,1,0,1
5,94,3,2,1,1,1,1
5,95,3,1,1,0,1,0
5,96,3,2,0,1,1,1
6,1,1,2,0,0,1,0
6,2,3,1,1,0,1,0
6,3,1,2,0,0,0,0
6,4,3,1,1,0,0,1
6,5,3,2,0,0,0,0
6,6,3,2,0,0,0,0
6,7,1,4,0,1,1,1
6,8,1,3,0,0,1,0
6,9,3,2,0,0,1,0
6,10,3,2,1,1,1,1
6,11,1,2,0,1,1,1
6,12,2,3,0,0,1,0
6,13,2,1,0,0,1,0
6,14,2,1,0,0,1,0
6,15,4,2,1,1,1,1
6,16,2,4,1,1,0,1
6,17,2,3,1,1,1,1
6,18,3,2,0,0,0,0
6,19,4,1,1,0,0,1
6,20,3,4,1,1,0,1
6,21,2,1,0,0,0,0
6,22,3,1,0,1,0,0
6,23,4,2,0,1,0,0
6,24,4,1,1,1,1,1
6,25,4,1,1,1,0,1
6,26,4,2,0,1,1,1
6,27,2,1,1,0,1,0
6,28,1,2,0,1,1,1
6,29,3,4,1,1,0,1
6,30,4,2,0,1,1,1
6,31,1,4,1,0,0,1
6,32,2,1,0,0,1,0
6,33,2,4,0,1,1,1
6,34,3,4,1,0,1,0
6,35,1,3,0,1,1,1
6,36,4,2,1,0,1,0
6,37,4,1,1,1,0,1
6,38,3,1,0,1,1,1
6,39,3,4,1,1,1,1
6,40,3,1,0,1,0,0
6,41,3,4,1,1,1,1
6,42,1,4,0,1,1,1
6,43,4,2,1,1,0,1
6,44,2,4,1,1,0,1
6,45,1,2,0,0,1,0
6,46,2,3,1,1,1,1
6,47,4,3,1,1,1,1
6,48,1,2,0,1,1,1
6,49,1,3,0,1,0,0
6,50,3,2,0,0,1,0
6,51,2,4,0,1,0,0
6,52,2,3,0,1,1,1
6,53,2,3,0,1,1,1
6,54,1,4,1,0,1,0
6,55,4,3,0,1,1,1
6,56,3,4,1,1,0,1
6,57,1,3,0,0,1,0
6,58,1,3,0,1,1,1
6,59,1,2,0,1,0,0
6,60,3,1,0,0,0,0
6,61,2,1,0,0,1,0
6,62,1,3,0,0,0,0
6,63,4,2,0,1,1,1
6,64,2,4,1,1,1,1
6,65,1,4,0,1,1,1
6,66,4,1,1,0,1,0
6,67,3,2,0,0,1,0
6,68,1,4,0,1,0,0
6,69,2,4,1,1,1,1
6,70,4,3,1,0,0,1
6,71,4,3,0,1,0,0
6,72,3,1,0,1,0,0
6,73,4,1,1,1,0,1
6,74,3,4,1,1,1,1
6,75,4,3,1,1,0,1
6,76,1,3,0,1,1,1
6,77,2,3,0,0,0,0
6,78,3,2,1,1,1,1
6,79,1,4,0,1,1,1
6,80,1,2,0,0,0,0
6,81,2,3,0,1,1,1
6,82,2,1,0,0,0,0
6,83,4,1,1,0,0,1
6,84,2,4,0,1,1,1
6,85,3,1,0,0,0,0
6,86,2,3,0,1,1,1
6,87,1,4,0,1,1,1
6,88,2,4,0,1,1,1
6,89,4,2,1,0,0,1
6,90,4,3,1,1,1,1
6,91,4,3,1,1,1,1
6,92,4,3,1,0,0,1
6,93,3,4,1,0,0,1
6,94,4,1,1,0,0,1
6,95,2,1,1,0,1,0
6,96,1,3,0,0,1,0
7,1,2,3,0,1,0,0
7,2,2,1,1,0,1,0
7,3,1,4,0,1,1,1
7,4,2,3,0,1,0,0
7,5,2,1,1,0,1,0
7,6,1,4,0,1,0,0
7,7,2,1,0,0,1,0
7,8,1,3,0,1,1,1
7,9,3,1,1,0,1,0
7,10,2,1,0,1,0,0
7,11,1,4,1,1,1,1
7,12,2,1,0,0,1,0
7,13,4,3,1,0,1,0
7,14,2,4,0,1,1,1
7,15,2,4,0,1,1,1
7,16,1,2,0,1,1,1
7,17,3,2,1,1,0,1
7,18,4,2,0,1,1,1
7,19,1,3,0,1,1,1
7,20,4,2,1,1,0,1
7,21,4,3,1,0,0,1
7,22,3,4,1,1,0,1
7,23,3,2,0,1,0,0
7,24,3,1,0,1,0,0
7,25,2,3,0,0,1,0
7,26,3,2,1,0,1,0
7,27,1,3,0,1,1,1
7,28,2,3,1,1,1,1
7,29,2,1,1,0,0,1
7,30,3,1,0,0,0,0
7,31,1,2,0,0,1,0
7,32,3,2,1,0,0,1
7,33,4,1,1,0,0,1
7,34,4,3,1,0,0,1
7,35,1,3,0,1,1,1
7,36,1,3,0,1,1,1
7,37,3,1,0,1,0,0
7,38,4,2,0,1,0,0
7,39,2,3,1,1,1,1
7,40,4,2,1,0,0,1
7,41,3,1,0,0,0,0
7,42,4,3,1,0,0,1
7,43,1,4,0,0,1,0
7,44,1,2,0,0,1,0
7,45,3,4,0,1,0,0
7,46,1,2,0,1,0,0
7,47,4,1,1,1,0,1
7,48,1,3,0,1,1,1
7,49,4,1,1,0,0,1
7,50,1,3,0,1,1,1
7,51,3,2,1,1,0,1
7,52,2,1,1,0,1,0
7,53,4,1,0,1,0,0
7,54,3,4,0,1,1,1
7,55,3,4,0,1,0,0
7,56,4,1,1,1,0,1
7,57,1,4,0,1,1,1
7,58,3,4,0,1,0,0
7,59,4,2,1,1,0,1
7,60,2,3,1,1,1,1
7,61,1,2,0,0,0,0
7,62,3,4,1,1,1,1
7,63,2,3,0,0,1,0
7,64,2,4,1,1,0,1
7,65,2,4,0,0,0,0
7,66,4,2,0,0,1,0
7,67,4,3,1,0,0,1
7,68,2,3,1,1,1,1
7,69,4,2,1,0,0,1
7,70,1,4,1,1,1,1
7,71,3,2,0,1,0,0
7,72,4,1,1,0,0,1
7,73,3,4,1,1,1,1
7,74,2,4,0,1,1,1
7,75,2,1,0,1,1,1
7,76,3,1,1,0,0,1
7,77,4,1,0,1,0,0
7,78,1,2,0,0,0,0
7,79,2,4,1,1,1,1
7,80,1,4,0,1,1,1
7,81,2,4,0,0,1,0
7,82,3,1,1,0,1,0
7,83,1,4,0,0,1,0
7,84,2,4,0,1,1,1
7,85,4,2,0,0,0,0
7,86,3,2,1,0,0,1
7,87,4,3,1,0,0,1
7,88,3,4,1,1,0,1
7,89,1,2,0,0,0,0
7,90,1,2,0,0,0,0
7,91,1,3,0,1,1,1
7,92,4,3,1,0,0,1
7,93,4,3,1,0,1,0
7,94,4,1,1,0,0,1
7,95,3,2,1,0,0,1
7,96,3,1,1,0,0,1
8,1,4,2,1,1,0,1
8,2,3,4,1,1,1,1
8,3,4,2,1,1,0,1
8,4,3,4,1,0,1,0
8,5,4,2,0,1,0,0
8,6,2,1,0,0,0,0
8,7,3,4,1,1,1,1
8,8,1,2,0,0,1,0
8,9,2,1,1,0,1,0
8,10,3,4,1,0,1,0
8,11,4,3,1,0,0,1
8,12,2,4,0,1,1,1
8,13,4,2,1,1,0,1
8,14,2,4,0,1,0,0
8,15,2,1,1,0,0,1
8,16,4,1,1,0,0,1
8,17,1,2,0,0,1,0
8,18,1,4,0,1,1,1
8,19,4,3,1,0,0,1
8,20,2,3,0,1,0,0
8,21,4,1,1,0,0,1
8,22,2,3,0,0,0,0
8,23,2,1,0,0,0,0
8,24,1,4,0,1,1,1
8,25,3,2,0,1,1,1
8,26,2,3,0,0,1,0
8,27,3,1,0,0,1,0
8,28,1,2,1,1,0,1
8,29,4,1,1,1,0,1
8,30,2,1,0,0,1,0
8,31,1,2,0,1,0,0
8,32,4,1,0,1,0,0
8,33,3,4,0,1,1,1
8,34,3,2,1,0,1,0
8,35,2,4,1,1,1,1
8,36,2,3,1,1,1,1
8,37,3,2,1,0,0,1
8,38,4,1,1,0,1,0
8,39,3,4,1,1,1,1
8,40,1,3,0,1,1,1
8,41,4,2,1,0,0,1
8,42,4,1,1,0,0,1
8,43,4,3,0,1,1,1
8,44,3,4,1,1,0,1
8,45,1,3,0,1,1,1
8,46,3,1,1,1,0,1
8,47,3,1,1,0,0,1
8,48,1,2,0,1,1,1
8,49,2,4,0,1,0,0
8,50,2,3,1,1,1,1
8,51,2,3,0,0,1,0
8,52,2,1,0,0,1,0
8,53,1,3,0,0,1,0
8,54,1,4,0,1,1,1
8,55,2,1,0,0,0,0
8,56,1,3,1,0,1,0
8,57,4,2,1,1,0,1
8,58,3,4,0,1,1,1
8,59,2,4,0,1,1,1
8,60,2,4,0,1,1,1
8,61,1,4,0,1,0,0
8,62,1,4,0,1,1,1
8,63,4,2,1,0,0,1
8,64,4,1,1,1,0,1
8,65,1,3,0,1,0,0
8,66,4,3,0,1,0,0
8,67,3,2,0,0,1,0
8,68,2,1,0,0,0,0
8,69,3,2,0,1,1,1
8,70,3,2,0,0,0,0
8,71,2,4,1,1,1,1
8,72,2,4,0,1,1,1
8,73,4,1,0,1,0,0
8,74,1,2,0,0,1,0
8,75,1,4,0,1,1,1
8,76,2,3,0,1,0,0
8,77,3,2,0,1,0,0
8,78,3,2,0,1,0,0
8,79,4,3,0,1,0,0
8,80,1,4,0,1,0,0
8,81,4,3,1,1,0,1
8,82,1,2,1,1,0,1
8,83,4,3,1,1,0,1
8,84,4,2,0,1,0,0
8,85,3,1,1,1,1,1
8,86,2,3,0,0,1,0
8,87,3,1,1,0,1,0
8,88,1,3,0,0,1,0
8,89,3,1,0,0,0,0
8,90,1,4,0,1,1,1
8,91,1,3,0,1,0,0
8,92,4,3,0,1,0,0
8,93,3,1,1,0,1,0
8,94,1,3,1,0,1,0
8,95,3,1,1,0,0,1
8,96,1,2,0,0,1,0
9,1,2,3,1,0,0,1
9,2,2,3,1,0,1,0
9,3,2,1,0,1,0,0
9,4,2,1,0,1,0,0
9,5,4,3,0,0,0,0
9,6,4,3,0,0,0,0
9,7,3,4,1,1,0,1
9,8,3,4,0,1,0,0
9,9,3,1,0,0,0,0
9,10,3,1,0,0,1,0
9,11,1,2,0,0,1,0
9,12,3,4,1,0,1,0
9,13,4,2,0,1,1,1
9,14,2,4,0,1,0,0
9,15,4,1,1,0,1,0
9,16,4,1,1,0,1,0
9,17,3,4,1,1,0,1
9,18,1,2,0,1,0,0
9,19,2,4,0,1,0,0
9,20,4,1,1,0,0,1
9,21,3,4,0,1,0,0
9,22,1,2,0,0,0,0
9,23,2,1,1,0,1,0
9,24,3,1,0,0,0,0
9,25,1,4,1,1,0,1
9,26,1,3,1,0,0,1
9,27,1,3,0,1,1,1
9,28,3,4,1,0,1,0
9,29,1,4,0,1,1,1
9,30,1,3,1,0,1,0
9,31,2,1,0,0,0,0
9,32,1,4,0,1,0,0
9,33,1,3,0,1,0,0
9,34,4,1,1,0,0,1
9,35,4,3,1,1,0,1
