Log,ac_flowrate,mixer_motor_temperature_M2,mixer_pressure,mixer_torque_M2,cp_flowrate,mixer_torque_M1,mixer_motor_temperature_M1,mixer_temperature_Funnel_outlet,mixer_speed_M2,cp_pressure,cp_temperature,mixer_speed_M1,mixer_temperature_Funnel,Time
202,111.0,18.2,0.275,2.605,3.0,2.908,16.3,24.9,119.749,0.643,24.6,119.749,21.7,09:42:55.518
203,111.0,18.2,0.261,3.247,3.0,3.625,17.0,22.9,120.03,0.717,23.2,120.03,23.2,09:42:56.623
204,111.0,18.2,0.271,2.832,3.0,3.625,16.1,22.9,120.189,0.701,23.2,120.189,21.7,09:42:57.751
205,111.0,18.2,0.295,3.587,3.0,3.059,17.0,25.0,120.136,0.692,24.6,120.136,21.7,09:42:58.858
206,111.0,18.4,0.286,2.568,3.0,3.625,16.3,25.0,119.994,0.684,24.6,119.994,21.8,09:42:59.982
207,111.0,18.8,0.264,3.474,3.0,2.681,16.3,22.9,119.958,0.645,23.2,119.958,21.7,09:43:01.084
208,111.0,18.2,0.255,2.945,3.0,4.229,15.9,25.0,119.613,0.696,24.6,119.613,21.8,09:43:02.192
209,111.0,18.4,0.332,3.134,3.0,3.059,17.0,22.9,120.016,0.664,23.2,120.016,21.8,09:43:03.314
210,111.0,18.2,0.278,2.379,3.0,2.983,16.8,22.9,120.024,0.658,23.2,120.024,23.2,09:43:04.450
211,111.0,18.2,0.265,3.096,3.0,3.512,16.3,23.0,119.873,0.673,23.2,119.873,21.8,09:43:05.569
212,111.0,18.4,0.288,2.87,3.0,3.927,16.1,22.9,120.117,0.659,24.6,120.117,21.8,09:43:06.692
213,111.0,18.4,0.286,3.323,3.0,3.096,16.1,25.0,119.812,0.634,24.6,119.812,21.8,09:43:07.814
214,111.0,18.2,0.273,4.154,3.0,3.549,16.8,23.0,119.586,0.674,23.2,119.586,21.8,09:43:08.931
215,111.0,18.4,0.28,3.625,3.0,3.436,16.1,23.0,120.09,0.669,23.2,120.09,23.2,09:43:10.049
216,111.0,18.4,0.242,3.436,3.0,3.512,16.6,23.0,119.836,0.643,24.6,119.836,21.8,09:43:11.169
217,111.0,18.6,0.269,3.7,3.0,3.021,16.8,23.0,120.035,0.693,24.6,120.035,21.8,09:43:12.296
218,111.0,18.6,0.266,3.059,3.0,2.908,16.3,25.0,119.686,0.676,23.2,119.686,21.8,09:43:13.418
219,111.0,18.2,0.281,3.134,3.0,2.379,16.1,23.0,119.964,0.616,23.2,119.964,23.3,09:43:14.535
220,111.0,18.4,0.322,3.587,3.0,3.889,16.1,23.0,119.224,0.638,23.2,119.224,21.8,09:43:15.652
221,111.0,18.6,0.273,3.625,3.0,2.568,16.1,23.0,120.914,0.649,24.6,120.914,21.8,09:43:16.781
222,111.0,18.6,0.264,3.21,3.0,2.794,16.3,25.1,119.672,0.636,23.2,119.672,21.8,09:43:17.898
223,111.0,18.2,0.276,2.643,3.0,3.172,16.6,23.0,120.099,0.667,23.2,120.099,23.2,09:43:19.004
224,111.0,18.4,0.25,4.796,3.0,3.852,16.3,23.0,119.92,0.645,24.7,119.92,21.8,09:43:20.113
225,111.0,19.1,0.278,3.512,3.0,3.172,16.6,25.1,120.722,0.678,23.2,120.722,21.8,09:43:21.233
226,111.0,18.6,0.291,2.908,3.0,2.681,17.0,25.1,120.251,0.696,23.2,120.251,21.8,09:43:22.376
227,111.0,18.2,0.242,2.681,3.0,3.21,17.0,25.1,120.237,0.687,23.2,120.237,23.2,09:43:23.502
228,111.0,18.4,0.291,3.361,3.0,3.247,17.0,23.1,120.265,0.656,23.3,120.265,23.2,09:43:24.625
229,111.0,18.6,0.28,4.003,3.0,4.078,17.0,23.0,120.953,0.698,23.3,120.953,21.8,09:43:25.747
230,111.0,18.6,0.269,3.776,3.0,2.794,16.6,23.1,119.95,0.598,24.7,119.95,21.8,09:43:26.871
231,111.0,18.4,0.251,3.172,3.0,2.945,16.8,25.1,122.031,0.674,23.2,122.031,21.8,09:43:27.990
232,111.0,18.6,0.28,3.398,3.0,3.21,16.8,25.1,120.123,0.673,23.2,120.123,23.3,09:43:29.107
233,111.0,18.8,0.283,3.512,3.0,3.361,17.0,23.1,120.266,0.64,23.2,120.266,21.8,09:43:30.230
234,111.0,18.6,0.28,3.285,3.0,2.605,16.3,23.1,119.874,0.729,24.7,119.874,21.8,09:43:31.352
235,111.0,18.6,0.242,2.832,3.0,4.418,17.0,23.1,118.981,0.648,23.3,118.981,21.8,09:43:32.470
236,111.0,18.2,0.228,3.172,3.0,3.625,17.0,25.2,119.634,0.638,23.3,119.634,23.3,09:43:33.587
237,111.0,18.6,0.261,3.7,3.0,3.587,16.3,23.1,120.056,0.719,23.3,120.056,21.8,09:43:34.724
238,111.0,18.6,0.283,3.549,3.0,2.152,16.6,23.1,120.12,0.668,24.7,120.12,21.8,09:43:35.840
239,111.0,18.8,0.341,3.134,3.0,3.059,17.7,23.1,120.311,0.63,24.7,120.311,21.8,09:43:36.969
240,111.0,18.6,0.243,3.323,3.0,3.172,17.3,23.1,119.526,0.673,24.7,119.526,21.8,09:43:38.096
241,111.0,18.6,0.247,4.191,3.0,3.096,16.8,25.2,119.758,0.653,23.3,119.758,23.3,09:43:39.218
242,111.0,18.8,0.276,2.87,3.0,2.454,16.8,25.2,119.992,0.645,23.3,119.992,21.8,09:43:40.343
243,111.0,18.6,0.242,2.945,3.0,2.945,16.8,25.2,120.093,0.676,23.3,120.093,21.8,09:43:41.479
244,111.0,18.6,0.289,4.078,3.0,3.361,16.1,23.1,120.29,0.638,23.3,120.29,21.8,09:43:42.607
245,111.0,19.1,0.293,3.021,3.0,3.474,16.3,23.1,120.302,0.674,23.3,120.302,21.8,09:43:43.751
246,111.0,19.1,0.275,3.134,3.0,3.436,17.5,23.2,119.606,0.724,24.7,120.296,21.8,09:43:44.873
247,111.0,19.1,0.266,3.059,3.0,4.456,16.3,23.1,119.933,0.643,23.3,119.933,21.8,09:43:45.995
248,111.0,19.1,0.265,3.398,3.0,3.512,17.3,23.2,120.118,0.654,23.3,120.118,23.3,09:43:47.118
249,111.0,18.8,0.248,3.398,3.0,3.776,16.3,25.2,121.872,0.719,23.3,121.872,21.8,09:43:48.240
250,111.0,18.8,0.271,3.965,3.0,3.172,17.5,23.2,119.851,0.638,23.3,119.851,21.8,09:43:49.367
251,111.0,18.6,0.269,2.983,3.0,3.096,16.3,23.2,119.855,0.684,24.7,119.855,21.8,09:43:50.490
252,111.0,18.6,0.266,3.474,3.0,3.927,17.5,23.2,120.109,0.673,23.3,120.109,21.8,09:43:51.614
253,111.0,18.6,0.237,3.436,3.0,2.832,17.0,23.2,120.528,0.636,23.3,120.528,23.3,09:43:52.737
254,111.0,18.8,0.304,3.398,3.0,2.945,16.6,25.3,119.867,0.678,23.3,119.867,21.8,09:43:53.861
255,111.0,18.8,0.276,2.945,3.0,2.945,16.6,25.3,120.008,0.664,23.3,120.008,21.8,09:43:54.985
256,111.0,19.1,0.278,3.587,3.0,3.361,17.0,23.2,120.112,0.646,24.7,120.112,21.8,09:43:56.121
257,111.0,18.8,0.289,2.756,3.0,3.474,17.3,23.2,120.057,0.702,24.7,120.057,21.8,09:43:57.258
258,111.0,18.8,0.266,3.814,3.0,2.945,17.3,23.2,119.891,0.696,23.3,119.891,21.8,09:43:58.383
259,111.0,18.8,0.281,2.643,3.0,3.096,16.8,23.2,120.177,0.565,23.3,120.177,21.8,09:43:59.521
260,111.0,19.1,0.27,4.758,3.0,3.398,16.6,23.2,120.282,0.684,23.3,120.282,21.8,09:44:00.646
261,111.0,19.1,0.271,3.323,3.0,3.059,17.9,23.2,119.73,0.697,23.3,119.73,23.3,09:44:01.781
262,111.0,18.6,0.293,3.323,3.0,3.285,17.0,25.3,119.794,0.37,23.3,119.78,21.8,09:44:02.895
263,111.0,18.6,0.269,2.643,3.0,2.681,16.8,25.3,119.73,0.682,24.7,119.73,21.8,09:44:04.016
264,111.0,18.6,0.284,3.625,3.0,3.285,16.6,23.2,119.848,0.638,23.3,119.848,21.8,09:44:05.136
265,111.0,18.8,0.275,3.247,3.0,2.643,17.5,23.3,119.878,0.646,23.3,119.878,21.8,09:44:06.270
266,111.0,19.1,0.271,3.512,3.0,2.794,17.5,23.3,119.876,0.688,23.3,119.876,21.8,09:44:07.383
267,111.0,18.8,0.254,2.643,3.0,3.21,17.0,25.3,119.888,0.648,23.3,119.888,21.8,09:44:08.507
268,111.0,18.8,0.271,3.172,3.0,3.474,16.8,23.3,119.545,0.465,24.7,119.545,21.8,09:44:09.629
269,111.0,18.8,0.255,3.172,3.0,3.436,17.5,23.3,120.299,0.684,23.3,120.299,21.8,09:44:10.751
270,111.0,19.1,0.304,3.776,3.0,3.059,17.5,23.3,119.709,0.643,23.3,119.709,23.3,09:44:11.875
271,111.0,18.8,0.237,2.87,3.0,3.814,17.3,25.3,119.42,0.649,23.3,119.42,21.8,09:44:12.993
272,111.0,18.6,0.261,3.549,3.0,3.625,16.6,25.4,119.691,0.66,23.3,119.691,21.8,09:44:14.130
273,111.0,19.1,0.28,3.587,3.0,3.852,16.6,25.4,120.224,0.659,24.7,120.224,21.9,09:44:15.253
274,111.0,19.1,0.223,2.983,3.0,2.756,17.3,23.3,120.169,0.443,23.3,120.169,21.9,09:44:16.378
275,111.0,19.1,0.281,2.568,3.0,3.549,17.5,23.3,119.707,0.629,23.3,119.707,21.9,09:44:17.512
276,111.0,19.3,0.269,3.096,3.0,3.247,17.5,23.3,120.116,0.574,23.3,120.116,23.3,09:44:18.632
277,111.0,19.3,0.317,2.908,3.0,3.436,17.5,23.3,120.054,0.663,23.3,120.054,21.9,09:44:19.748
278,111.0,19.1,0.261,3.172,3.0,2.719,17.5,23.3,120.126,0.684,24.7,120.126,21.9,09:44:20.885
279,111.0,19.3,0.265,2.605,3.0,3.247,17.0,25.4,119.831,0.593,24.7,119.831,21.9,09:44:22.004
280,111.0,19.1,0.275,3.247,3.0,3.398,17.5,23.3,119.994,0.482,23.3,119.994,23.3,09:44:23.120
281,111.0,19.1,0.27,5.211,3.0,3.776,17.0,23.3,119.791,0.587,23.3,119.791,21.9,09:44:24.242
282,111.0,19.1,0.212,3.7,3.0,2.756,17.5,25.4,121.39,0.636,24.7,121.39,21.9,09:44:25.361
283,111.0,18.6,0.294,2.983,3.0,2.983,17.0,25.4,120.755,0.686,24.7,120.755,21.9,09:44:26.487
284,111.0,19.1,0.256,3.398,3.0,4.003,17.5,25.4,119.948,0.643,23.3,119.948,21.9,09:44:27.622
285,111.0,19.3,0.233,3.474,3.0,3.663,17.0,23.3,120.552,0.502,23.3,120.552,21.9,09:44:28.749
286,111.0,19.1,0.255,3.247,3.0,2.53,17.5,23.4,120.487,0.492,23.3,120.487,21.9,09:44:29.858
287,111.0,19.1,0.294,2.87,3.0,2.908,17.5,23.3,120.514,0.563,24.7,120.514,21.9,09:44:30.991
288,111.0,19.1,0.273,3.927,3.0,4.267,17.0,23.3,119.681,0.576,24.7,119.681,21.9,09:44:32.114
289,111.0,19.1,0.276,2.87,3.0,3.776,17.7,25.4,120.974,0.635,24.7,120.974,21.9,09:44:33.254
290,111.0,19.1,0.284,2.983,3.0,2.719,17.7,25.4,119.895,0.592,23.3,119.895,21.9,09:44:34.380
291,111.0,19.5,0.322,3.247,3.0,4.003,16.6,25.4,118.783,0.438,23.3,118.783,21.9,09:44:35.533
292,111.0,19.5,0.291,3.549,3.0,3.172,17.5,25.4,119.782,0.555,23.3,119.782,21.9,09:44:36.659
293,111.0,19.5,0.284,3.889,3.0,2.417,17.0,25.4,120.165,0.507,23.3,120.165,21.9,09:44:37.798
294,111.0,19.1,0.27,3.21,3.0,2.87,17.5,23.4,120.611,0.626,23.3,120.611,23.4,09:44:38.934
295,111.0,19.3,0.26,3.587,3.0,3.549,17.7,23.4,119.776,0.607,23.3,119.776,21.9,09:44:40.055
296,111.0,19.5,0.283,3.21,3.0,3.398,17.7,23.4,120.715,0.555,23.3,120.715,21.9,09:44:41.177
297,111.0,19.1,0.27,3.474,3.0,3.021,17.0,23.4,119.861,0.421,24.7,119.861,21.9,09:44:42.298
298,111.0,19.5,0.255,3.512,3.0,3.398,17.0,25.4,119.615,0.498,23.3,119.615,21.9,09:44:43.420
299,111.0,19.1,0.27,3.436,3.0,2.605,17.9,23.4,119.587,0.516,23.3,119.587,23.4,09:44:44.539
300,111.0,19.5,0.254,3.474,3.0,3.398,17.5,23.4,120.149,0.601,23.3,120.149,23.4,09:44:45.677
301,111.0,19.1,0.283,3.852,3.0,3.21,17.5,23.4,120.19,0.591,23.3,120.19,21.9,09:44:46.815
302,111.0,19.1,0.26,2.983,3.0,3.7,16.8,23.4,119.824,0.468,24.7,119.824,22.0,09:44:47.936
303,111.0,19.1,0.313,3.927,3.0,3.134,17.5,23.4,119.759,0.469,24.8,119.759,22.0,09:44:49.075
304,111.0,19.1,0.275,2.681,3.0,2.983,17.0,23.4,120.107,0.441,24.7,120.107,22.0,09:44:50.198
305,111.0,19.1,0.276,3.965,3.0,3.134,17.3,25.5,121.084,0.487,23.3,121.084,22.0,09:44:51.317
306,111.0,19.3,0.298,2.568,3.0,3.096,17.7,23.4,119.638,0.564,23.3,119.638,22.0,09:44:52.445
307,111.0,19.1,0.275,2.794,3.0,3.587,17.5,23.4,118.61,0.551,24.7,118.61,22.0,09:44:53.561
308,111.0,19.1,0.283,3.247,3.0,4.078,17.5,23.4,119.907,0.37,24.7,119.907,22.0,09:44:54.682
309,111.0,19.1,0.317,2.87,3.0,2.908,17.3,23.4,120.011,0.435,23.3,120.011,22.0,09:44:55.805
310,111.0,19.3,0.322,4.342,3.0,4.116,17.5,25.5,118.85,0.45,23.3,118.85,23.5,09:44:56.925
311,111.0,19.5,0.309,3.134,3.0,3.398,17.3,25.5,119.706,0.492,23.3,119.706,23.5,09:44:58.080
312,111.0,19.5,0.264,2.643,3.0,3.172,17.5,25.5,119.868,0.551,23.3,119.868,22.0,09:44:59.204
313,111.0,19.5,0.248,3.059,3.0,2.643,17.9,25.5,119.986,0.555,23.3,119.986,22.0,09:45:00.337
314,111.0,19.5,0.206,2.454,3.0,2.832,17.7,23.5,120.744,0.393,24.7,120.744,22.0,09:45:01.459
315,111.0,19.1,0.261,3.059,3.0,2.719,17.7,23.5,119.99,0.469,24.7,119.99,22.0,09:45:02.592
316,111.0,19.3,0.256,2.605,3.0,3.134,17.0,23.5,120.369,0.469,23.3,120.369,22.0,09:45:03.711
317,111.0,19.8,0.303,3.21,3.0,2.492,17.5,23.5,120.096,0.511,23.3,120.096,22.0,09:45:04.845
318,111.0,19.8,0.26,2.681,3.0,3.021,17.5,25.5,119.854,0.559,23.3,119.854,23.5,09:45:05.968
319,111.0,19.1,0.271,3.059,3.0,3.247,17.7,23.5,119.702,0.548,24.7,119.702,22.0,09:45:07.083
320,111.0,19.5,0.281,2.454,3.0,2.908,17.3,23.5,120.376,0.415,24.8,120.376,22.0,09:45:08.202
321,111.0,19.3,0.278,3.776,3.0,2.908,17.7,23.5,120.159,0.469,23.3,120.159,22.1,09:45:09.321
322,111.0,19.5,0.291,2.266,3.0,3.285,17.7,25.6,120.066,0.416,23.3,120.066,22.1,09:45:10.443
323,111.0,19.3,0.264,3.021,3.0,3.247,17.5,23.5,119.836,0.472,24.8,119.836,22.1,09:45:11.564
324,111.0,19.5,0.209,3.059,3.0,3.625,17.9,23.5,119.633,0.479,24.8,119.633,22.1,09:45:12.690
325,111.0,19.5,0.245,2.794,3.0,3.7,17.3,23.5,118.854,0.535,23.3,118.854,22.1,09:45:13.812
326,111.0,19.3,0.273,3.436,3.0,3.889,17.7,23.5,119.355,0.541,23.3,119.355,23.5,09:45:14.932
327,111.0,19.8,0.255,2.643,3.0,3.134,17.5,25.6,119.965,0.526,23.3,119.965,22.1,09:45:16.059
328,111.0,19.3,0.261,4.456,3.0,3.398,17.9,23.5,120.101,0.56,24.8,120.101,22.1,09:45:17.182
329,111.0,19.3,0.293,3.361,3.0,3.436,17.9,23.5,120.488,0.553,24.8,118.732,22.1,09:45:18.304
330,111.0,19.3,0.309,2.945,3.0,3.285,17.5,23.5,119.951,0.488,23.3,119.951,22.1,09:45:19.425
331,111.0,19.5,0.259,3.172,3.0,3.738,17.5,23.5,119.185,0.508,23.3,119.185,23.6,09:45:20.545
332,111.0,19.5,0.237,3.549,3.0,3.625,17.9,25.6,119.52,0.507,23.3,119.52,22.1,09:45:21.657
333,111.0,19.1,0.26,3.512,3.0,3.059,17.9,23.5,119.859,0.497,24.7,119.859,22.1,09:45:22.780
334,111.0,19.5,0.26,2.87,3.0,4.267,17.5,23.5,119.076,0.518,24.8,119.076,22.1,09:45:23.920
335,111.0,19.5,0.25,3.247,3.0,2.983,18.2,23.5,120.425,0.521,23.3,120.425,22.1,09:45:25.035
336,111.0,19.3,0.266,3.436,3.0,2.719,17.3,25.6,120.165,0.546,23.3,120.165,22.1,09:45:26.152
337,111.0,19.5,0.264,2.983,3.0,2.53,17.7,25.6,119.953,0.531,23.3,119.953,22.1,09:45:27.278
338,111.0,19.3,0.293,2.87,3.0,2.605,17.9,25.6,119.739,0.54,24.8,119.939,22.1,09:45:28.404
339,111.0,19.5,0.303,4.342,3.0,3.059,17.9,23.6,119.937,0.54,24.8,119.937,22.1,09:45:29.543
340,111.0,20.2,0.243,2.379,3.0,2.908,17.9,25.6,119.669,0.601,24.8,119.669,22.1,09:45:30.699
341,111.0,19.5,0.222,3.021,3.0,4.191,17.7,23.5,119.109,0.577,24.8,119.109,22.1,09:45:31.822
342,111.0,19.5,0.24,3.172,3.0,3.21,17.9,25.6,119.934,0.576,24.8,119.934,22.1,09:45:32.967
343,111.0,19.5,0.295,3.021,3.0,3.285,17.9,23.5,119.558,0.619,23.3,119.558,22.2,09:45:34.091
344,111.0,19.8,0.26,2.681,3.0,4.267,18.2,23.6,119.233,0.525,23.3,119.233,22.2,09:45:35.217
345,111.0,19.3,0.203,5.437,3.0,2.303,17.5,23.6,120.051,0.582,23.3,120.051,22.2,09:45:36.338
346,111.0,19.8,0.337,2.681,3.0,2.794,18.2,23.6,120.12,0.605,23.4,120.12,22.2,09:45:37.465
347,111.0,19.5,0.26,3.134,3.0,3.21,17.9,25.6,119.921,0.533,24.8,119.921,22.2,09:45:38.590
348,111.0,19.5,0.299,2.492,3.0,2.945,17.9,23.6,120.217,0.579,23.3,120.217,22.2,09:45:39.710
349,111.0,19.8,0.223,3.512,3.0,3.247,18.2,23.6,120.078,0.603,23.3,120.078,23.6,09:45:40.832
350,111.0,19.5,0.219,2.228,3.0,2.719,17.5,23.6,119.428,0.563,23.3,119.428,22.2,09:45:41.949
351,111.0,20.0,0.31,2.832,3.0,3.474,17.7,25.6,119.83,0.554,23.4,119.83,22.2,09:45:43.076
352,111.0,20.2,0.261,2.492,3.0,3.889,17.9,25.6,120.593,0.616,24.8,120.593,22.2,09:45:44.199
353,111.0,19.3,0.283,3.096,3.0,2.983,17.7,23.6,119.848,0.605,23.3,119.848,22.2,09:45:45.322
354,111.0,19.8,0.309,2.341,3.0,2.568,17.9,23.6,120.152,0.674,23.4,120.152,22.2,09:45:46.456
355,111.0,19.5,0.271,2.152,3.0,2.568,17.9,23.6,120.057,0.598,23.3,120.057,23.7,09:45:47.590
356,111.0,19.5,0.265,4.116,3.0,2.53,17.7,23.6,120.384,0.619,23.4,120.384,23.7,09:45:48.727
357,111.0,20.2,0.347,3.285,3.0,3.21,17.9,23.6,119.81,0.648,23.4,119.81,22.2,09:45:49.852
358,111.0,19.5,0.284,2.756,3.0,3.21,17.9,25.6,119.546,0.66,24.8,119.546,22.2,09:45:50.971
359,111.0,19.8,0.288,3.398,3.0,3.285,17.5,25.6,120.038,0.629,24.8,120.038,22.2,09:45:52.098
360,111.0,20.0,0.363,3.285,3.0,3.059,17.7,25.6,120.154,0.692,24.8,120.154,22.2,09:45:53.238
361,111.0,19.5,0.27,3.436,3.0,3.474,18.4,23.6,119.326,0.635,23.4,119.326,22.3,09:45:54.361
362,111.0,19.8,0.264,2.87,3.0,2.681,17.7,23.6,120.493,0.696,23.3,120.493,23.7,09:45:55.483
363,111.0,20.2,0.27,3.323,3.0,3.852,17.9,23.6,119.707,0.676,23.4,119.707,23.7,09:45:56.628
364,111.0,19.8,0.347,2.794,3.0,3.21,18.2,23.6,120.503,0.645,23.4,120.503,22.3,09:45:57.747
365,111.0,19.5,0.256,3.625,3.0,2.756,17.5,23.6,119.883,0.691,23.4,119.883,22.3,09:45:58.884
366,111.0,20.2,0.293,2.53,3.0,2.908,17.7,23.6,120.276,0.681,24.8,120.276,22.3,09:46:00.006
367,111.0,19.5,0.237,2.983,3.0,4.04,17.5,25.6,119.968,0.629,23.4,119.968,22.3,09:46:01.132
368,111.0,20.2,0.284,5.286,3.0,2.454,18.4,25.7,119.997,0.692,23.4,119.997,22.3,09:46:02.269
369,111.0,19.8,0.275,2.643,3.0,2.492,17.9,23.6,120.29,0.681,23.3,120.29,23.7,09:46:03.392
370,111.0,19.8,0.261,2.908,3.0,2.681,17.9,23.6,119.881,0.679,23.4,119.881,22.3,09:46:04.514
371,111.0,19.8,0.288,3.134,3.0,3.21,17.9,23.6,120.085,0.726,24.8,120.085,22.3,09:46:05.641
372,111.0,19.8,0.291,3.059,3.0,2.794,17.7,23.6,119.824,0.651,24.8,119.824,22.3,09:46:06.775
373,111.0,20.2,0.321,2.87,3.0,2.832,17.7,25.7,119.794,0.601,24.8,119.794,22.3,09:46:07.895
374,111.0,19.8,0.256,2.794,3.0,2.832,18.2,25.7,120.31,0.706,23.3,120.31,23.7,09:46:09.018
375,111.0,20.2,0.265,3.059,3.0,3.096,17.9,23.6,119.795,0.656,23.4,119.795,22.3,09:46:10.139
376,111.0,19.8,0.276,2.681,3.0,2.756,17.9,23.6,120.159,0.692,23.3,120.159,22.3,09:46:11.265
377,111.0,19.8,0.236,2.681,3.0,2.643,17.9,23.6,120.567,0.712,24.8,120.567,22.3,09:46:12.386
378,111.0,19.8,0.259,2.568,3.0,3.247,18.4,25.7,119.977,0.624,23.4,119.977,22.3,09:46:13.509
379,111.0,19.5,0.269,2.832,3.0,3.625,17.7,25.7,119.791,0.684,23.3,119.791,23.7,09:46:14.630
380,111.0,19.8,0.332,2.756,3.0,3.889,18.2,23.6,120.47,0.684,23.4,120.47,22.3,09:46:15.754
381,111.0,19.8,0.273,3.852,3.0,2.832,17.9,23.6,119.861,0.653,24.8,119.861,22.3,09:46:16.872
382,111.0,20.0,0.265,2.87,3.0,2.983,17.7,23.6,119.976,0.676,23.4,119.976,22.3,09:46:17.989
383,111.0,20.2,0.255,3.247,3.0,3.512,17.9,25.7,120.067,0.681,23.4,120.067,23.8,09:46:19.108
384,111.0,20.0,0.251,3.021,3.0,2.945,18.2,23.7,120.534,0.646,23.4,120.534,22.3,09:46:20.233
385,111.0,19.5,0.251,2.605,3.0,2.719,17.7,25.7,119.781,0.681,23.4,119.781,23.8,09:46:21.386
386,111.0,20.0,0.25,2.719,3.0,3.059,17.9,23.7,120.128,0.678,23.4,120.128,22.3,09:46:22.511
387,111.0,20.2,0.236,2.794,3.0,3.21,18.4,23.7,120.024,0.631,24.8,120.024,22.3,09:46:23.627
388,111.0,20.0,0.275,3.814,3.0,3.21,18.4,23.7,120.082,0.72,23.4,120.082,22.3,09:46:24.746
389,111.0,20.0,0.36,3.7,3.0,2.832,17.9,25.7,119.801,0.629,23.4,119.801,23.8,09:46:25.871
390,111.0,20.0,0.24,2.87,3.0,2.945,18.2,23.7,119.875,0.645,23.4,119.875,22.3,09:46:26.993
391,111.0,20.2,0.298,2.87,3.0,3.549,18.2,23.7,119.78,0.697,23.4,119.78,22.3,09:46:28.130
392,111.0,20.4,0.3,2.794,3.0,4.116,17.9,23.7,120.406,0.651,24.8,120.406,22.3,09:46:29.245
393,111.0,20.2,0.3,4.909,3.0,3.172,18.2,23.7,119.912,0.619,23.4,119.912,22.3,09:46:30.370
394,111.0,20.2,0.314,3.096,3.0,4.116,17.9,25.7,119.355,0.696,23.4,119.355,23.8,09:46:31.488
395,111.0,20.0,0.26,3.625,3.0,3.549,17.9,25.7,120.068,0.646,23.4,120.068,22.3,09:46:32.613
396,111.0,20.4,0.294,2.87,3.0,2.983,17.9,25.8,121.845,0.646,23.4,121.845,22.4,09:46:33.749
397,111.0,20.2,0.243,3.285,3.0,2.53,18.4,23.7,121.398,0.686,24.8,121.398,22.3,09:46:34.870
398,111.0,20.0,0.269,3.361,3.0,3.021,18.2,23.7,120.309,0.649,24.8,120.309,22.3,09:46:36.006
399,111.0,20.2,0.27,3.134,3.0,4.418,18.4,23.7,118.706,0.669,24.8,118.706,22.4,09:46:37.133
400,111.0,20.2,0.28,2.832,3.0,3.096,18.4,23.7,120.238,0.668,24.8,120.238,22.4,09:46:38.274
401,111.0,20.7,0.255,3.096,3.0,2.908,17.9,23.7,119.719,0.619,23.4,119.719,22.4,09:46:39.397
402,111.0,20.0,0.3,2.643,3.0,2.568,17.9,25.8,120.703,0.696,23.4,120.703,23.8,09:46:40.520
403,111.0,20.0,0.281,3.625,3.0,2.945,18.2,25.8,120.042,0.701,23.4,120.042,23.8,09:46:41.658
404,111.0,20.7,0.265,3.7,3.0,2.832,18.2,23.7,120.702,0.636,23.4,120.702,22.4,09:46:42.781
